country,region,type,regulator number,name,producer,application method,formulation,min rate,max rate,rate UOM,min days between applications,REI (h),PHI (d),AI1,[AI1],[AI1]UOM,AI1 EIQ,AI2,[AI2],[AI2]UOM,AI2 EIQ,AI3,[AI3],[AI3]UOM,AI3 EIQ,AI4,[AI4],[AI4]UOM,AI4 EIQ
United States,,Field Fungicide - 36inch Spacing,89118-11,AZTEROID FC 3.3,"Vive Crop Protection, Inc.",Furrow,Liquid,3.5,7,fl oz/acre,,4,14,Azoxystrobin,3.3,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,89118-3,AZTEROID FC FUNGICIDE,"Vive Crop Protection, Inc.",Foliar,Liquid,7.6,25.6,fl oz/acre,,4,14,Azoxystrobin,1.65,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,89118-3,AZTEROID FC FUNGICIDE,"Vive Crop Protection, Inc.",Furrow,Liquid,7.26,14.52,fl oz/acre,,4,14,Azoxystrobin,1.65,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,70506-351,DEXTER SC,"UPL NA, INC.",Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,70506-351,DEXTER SC,"UPL NA, INC.",Furrow,Liquid,5.81,14.5,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,70506-351,DEXTER SC,"UPL NA, INC.",Furrow,Liquid,6.1,12.3,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Seed Treatment,100-1159,DYNASTY FUNGICIDE,Syngenta Crop Protection,Seed Treatment - Liquid,Liquid,0.1,3.75,fl oz/cwt,,4,,Azoxystrobin,0.83,lb/gal,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide - 36inch Spacing,31973,ELATUS A FUNGICIDE,"Syngenta Canada, Inc.",Furrow,Liquid,400,656,ml/ha,,12,,Azoxystrobin,250,g/L,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide,33729,EMISSARIUS FUNGICIDE,PARIJAT INDUSTRIES (INDIA) PVT. LTD.,Foliar,Liquid,500,800,ml/ha,7,12,1,Azoxystrobin,250,g/L,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,94730-6,GCS AZOXY 2SC,"GENERIC CROP SCIENCE, LLC",Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 32inch Spacing,94730-6,GCS AZOXY 2SC,"GENERIC CROP SCIENCE, LLC",Furrow,Liquid,6.534,13.068,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,94730-6,GCS AZOXY 2SC,"GENERIC CROP SCIENCE, LLC",Furrow,Liquid,6.15,12.3,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,94730-6,GCS AZOXY 2SC,"GENERIC CROP SCIENCE, LLC",Furrow,Liquid,5.808,11.616,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,92647-2-92488,MAZOLIN FUNGICIDE,AgBiome Innovations,Furrow,Liquid,5.808,11.616,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,92647-2-92488,MAZOLIN FUNGICIDE,AgBiome Innovations,Furrow,Liquid,6.15,12.3,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,100-1098,QUADRIS FLOWABLE,Syngenta Crop Protection,Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,100-1098,QUADRIS FLOWABLE,Syngenta Crop Protection,Furrow,Liquid,6.15,12.3,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,100-1098,QUADRIS FLOWABLE,Syngenta Crop Protection,Furrow,Liquid,5.808,11.616,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,100-1098,QUADRIS FLOWABLE,Syngenta Crop Protection,Chemigation,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide,26153,QUADRIS FLOWABLE FUNGICIDE,"Syngenta Canada, Inc.",Foliar,Liquid,500,800,ml/ha,7,12,1,Azoxystrobin,250,g/L,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide,26153,QUADRIS FLOWABLE FUNGICIDE,"Syngenta Canada, Inc.",Furrow,Liquid,4,6,ml/100m,,12,1,Azoxystrobin,250,g/L,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide,34408,RAZOR 250 SC,ALBAUGH LLC,Foliar,Liquid,500,800,ml/ha,7,12,1,Azoxystrobin,250,g/L,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide - 36inch Spacing,34408,RAZOR 250 SC,ALBAUGH LLC,Furrow,Liquid,438,656,ml/ha,,12,1,Azoxystrobin,250,g/L,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,34704-1068,SATORI FUNGICIDE,Loveland Products Inc.,Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,34704-1068,SATORI FUNGICIDE,Loveland Products Inc.,Furrow,Liquid,0.4,0.8,floz/1000ft,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,34704-1068,SATORI FUNGICIDE,Loveland Products Inc.,Lay-by,Liquid,0.4,0.8,floz/1000ft,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Idaho,Field Fungicide - 34inch Spacing,33270-32,TETRABAN,"United Suppliers, Inc.",Furrow,Liquid,6.15,12.3,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Idaho,Field Fungicide - 36inch Spacing,33270-32,TETRABAN,"United Suppliers, Inc.",Furrow,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Idaho,Field Fungicide,33270-32,TETRABAN,"United Suppliers, Inc.",Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Washington,Field Fungicide - 34inch Spacing,33270-32,TETRABAN,"United Suppliers, Inc.",Furrow,Liquid,6.15,12.3,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Washington,Field Fungicide - 36inch Spacing,33270-32,TETRABAN,"United Suppliers, Inc.",Furrow,Liquid,5.808,11.616,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Washington,Field Fungicide,33270-32,TETRABAN,"United Suppliers, Inc.",Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide - 36inch Spacing,33270-32,TETRABAN,"United Suppliers, Inc.",Furrow,Liquid,5.808,11.616,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide,33270-32,TETRABAN,"United Suppliers, Inc.",Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide - 34inch Spacing,33270-32,TETRABAN,"United Suppliers, Inc.",Furrow,Liquid,6.15,12.3,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide,89167-39-89391,TREVO FUNGICIDE,"INNVICTIS CROP CARE, LLC",Foliar,Liquid,6,20,fl oz/acre,7,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,89167-39-89391,TREVO FUNGICIDE,"INNVICTIS CROP CARE, LLC",Furrow,Liquid,6.1,12.3,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,89167-39-89391,TREVO FUNGICIDE,"INNVICTIS CROP CARE, LLC",Furrow,Liquid,5.8,14.5,fl oz/acre,,4,14,Azoxystrobin,2.08,lb/gal,26.92333333,,,,,,,,,,,,
Canada,,Field Fungicide,31888,DOUBLE NICKEL 55,Certis USA LLC (CAN),Foliar,Dry,0.2,2.5,kg/ha,3,,0,Bacillus amyloliquefaciens strain D747,25,%,,,,,,,,,,,,,
Canada,,Field Fungicide,31888,DOUBLE NICKEL 55,Certis USA LLC (CAN),Furrow,Dry,0.2,1,kg/ha,,,0,Bacillus amyloliquefaciens strain D747,25,%,,,,,,,,,,,,,
United States,,Field Fungicide,70051-107,DOUBLE NICKEL BIOFUNGICIDE,Certis USA LLC,Foliar,Liquid,0.5,4.5,pt/acre,10,4,0,Bacillus amyloliquefaciens strain D747,98.85,%,,,,,,,,,,,,,
Canada,,Field Fungicide,31887,DOUBLE NICKEL LC,Certis USA LLC (CAN),Foliar,Liquid,2.5,12.5,l/ha,3,,0,Bacillus amyloliquefaciens strain D747,98.85,%,,,,,,,,,,,,,
Canada,,Field Fungicide,31887,DOUBLE NICKEL LC,Certis USA LLC (CAN),Furrow,Liquid,1,5,l/ha,,,0,Bacillus amyloliquefaciens strain D747,98.85,%,,,,,,,,,,,,,
United States,,Biological,70051-108,DOUBLE NICKLE 55,Certis USA LLC,Lay-by,Dry,2,4,oz/acre,,4,,Bacillus amyloliquefaciens strain D747,25,%,,,,,,,,,,,,,
United States,,Biological,94485-5,Companion Maxx Biological Fungicide Wettable Powder,Plant Health Intermediate,Foliar,Dry,0.5,1.5,lb/acre,7,,,Bacillus amyloliquefaciens strain ENV503,0.149,%,,,,,,,,,,,,,
United States,,Seed Treatment,94485-5,Companion Maxx Biological Fungicide Wettable Powder,Plant Health Intermediate,Seed Treatment - Powder,Dry,2,2,oz/cwt,,4,,Bacillus amyloliquefaciens strain ENV503,0.149,%,,,,,,,,,,,,,
United States,,Field Fungicide,69553-9-62719,BEXFOND,CORTEVA AGRISCIENCE LLC,Chemigation,Liquid,7,14,fl oz/acre,28,4,,Bacillus amyloliquefaciens subspecies plantarum strain FZB42,50,%,,,,,,,,,,,,,
United States,,Field Fungicide,69553-9-62719,BEXFOND,CORTEVA AGRISCIENCE LLC,Foliar,Liquid,7,14,fl oz/acre,28,4,,Bacillus amyloliquefaciens subspecies plantarum strain FZB42,50,%,,,,,,,,,,,,,
United States,,Field Fungicide,69553-9-62719,BEXFOND,CORTEVA AGRISCIENCE LLC,Furrow,Liquid,7,14,fl oz/acre,28,4,,Bacillus amyloliquefaciens subspecies plantarum strain FZB42,50,%,,,,,,,,,,,,,
United States,,Biological,,TERRATROVE SP-1,DPH Biologicals,Furrow,Liquid,2,10,gal/acre,,,,Bacillus amyloliquefaciens subspecies plantarum strain FZB42,0.5,%,,,,,,,,,,,,,
United States,,Biological,,KYTE-GOLD,AGRO Research International,Seed Treatment - Liquid,Liquid,64,64,fl oz/acre,,,,Bacillus chitinosporus,3.33,%,,,,,,,,,,,,,
United States,,Biological,,VALLEY BIOS HF,Valley Agronomics LLC,Foliar,Liquid,5,50,gal/acre,,,,Bacillus licheniformis,100,%,7.33,,,,,,,,,,,,
United States,,Biological,,VALLEY BIOS HF,Valley Agronomics LLC,Fertigation,Liquid,5,50,gal/acre,,,,Bacillus licheniformis,100,%,7.33,,,,,,,,,,,,
United States,,Biological,,VALLEY BIOS HF,Valley Agronomics LLC,Chemigation,Liquid,5,50,gal/acre,,,,Bacillus licheniformis,100,%,7.33,,,,,,,,,,,,
United States,,Biological,,VALLEY BIOS HF,Valley Agronomics LLC,Drip,Liquid,5,50,gal/acre,,,,Bacillus licheniformis,100,%,7.33,,,,,,,,,,,,
United States,,Biological,,VALLEY BIOS HF,Valley Agronomics LLC,Furrow,Liquid,5,50,gal/acre,,,,Bacillus licheniformis,100,%,7.33,,,,,,,,,,,,
United States,,Biological,,DOMINATE,Biorem Inc.,Foliar,Liquid,,,gal/acre,,,,Bacillus Mix,100,%,10.31,,,,,,,,,,,,
United States,,Biological,,DOMINATE,Biorem Inc.,Furrow,Liquid,,,gal/acre,,,,Bacillus Mix,100,%,10.31,,,,,,,,,,,,
United States,,Biological,,DOMINATE,Biorem Inc.,Fertigation,Liquid,,,gal/acre,,,,Bacillus Mix,100,%,10.31,,,,,,,,,,,,
United States,,Biological,,Revv-UP,INNVICTUS CROP CARE,Foliar,Liquid,16,32,oz/acre,,,,Bacillus Mix,5,cfuml,10.31,,,,,,,,,,,,
United States,,Biological,,Revv-UP,INNVICTUS CROP CARE,Side Dressed,Liquid,16,32,oz/acre,,,,Bacillus Mix,5,cfuml,10.31,,,,,,,,,,,,
United States,,Biological,,TERRA TROVE RESIDUE COMPLETE,DPH Biologicals,Furrow,Liquid,12.8,12.8,fl oz/acre,,,,Bacillus Mix,,cfuml,10.31,,,,,,,,,,,,
United States,,Biological,,TERRATROVE SP-1 CLASSIC,DPH Biologicals,Furrow,Liquid,2,10,gal/acre,,,21,Bacillus Mix,99.5,%,10.31,,,,,,,,,,,,
United States,,Field Insecticide,70051-119,LIFEGARD WG,Certis USA LLC,Foliar,Dry,1,4.5,oz/acre,7,4,0,Bacillus mycoides isolate J,40,%,,,,,,,,,,,,,
Canada,,Field Fungicide,32526,LIFEGARD WG,Certis USA LLC (CAN),Foliar,Dry,70,333,g/ha,7,4,0,Bacillus mycoides isolate J,40,%,,,,,,,,,,,,,
United States,,Field Insecticide,279-9651,ETHOS ELITE LFR,,Lay-by,Liquid,12.75,25.5,oz/acre,,,,Bacillus subtilis strain QST 713,2.5,%,10.28333333,Bacillus velezensis,2.5,%,,Bifenthrin,1.5,lb/gal,44.35,,,,
United States,,Field Insecticide,279-9651,ETHOS ELITE LFR,,Furrow,Liquid,12.75,25.5,oz/acre,,,,Bacillus subtilis strain QST 713,2.5,%,10.28333333,Bacillus velezensis,2.5,%,,Bifenthrin,1.5,lb/gal,44.35,,,,
United States,,Field Insecticide,279-9651,ETHOS ELITE LFR,,Ground,Liquid,12.75,25.5,oz/acre,,,,Bacillus subtilis strain QST 713,2.5,%,10.28333333,Bacillus velezensis,2.5,%,,Bifenthrin,1.5,lb/gal,44.35,,,,
Canada,,Field Fungicide,33651,MINUET,BAYER CROPSCIENCE INC.,Furrow,Liquid,0.5,2.8,l/ha,,4,0,Bacillus subtilis strain QST 713,9.89,%,10.28333333,,,,,,,,,,,,
Canada,,Field Fungicide,28626,SERENADE ASO,Bayer CropScience Inc.,Foliar,Liquid,4,15,l/ha,7,4,0,Bacillus subtilis strain QST 713,13,g/L,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,69592-12,SERENADE ASO,"AgraQuest, Inc.",Furrow,Liquid,2,4,qt/acre,,4,0,Bacillus subtilis strain QST 713,1.34,%,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide,69592-12,SERENADE ASO,"AgraQuest, Inc.",Foliar,Liquid,2,4,qt/acre,,4,0,Bacillus subtilis strain QST 713,1.34,%,10.28333333,,,,,,,,,,,,
Canada,,Field Fungicide,28549,SERENADE MAX,Bayer CropScience Inc.,Foliar,Dry,2,4,kg/ha,7,4,0,Bacillus subtilis strain QST 713,14.6,%,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide,264-1160,SERENADE OPTI,Bayer Crop Science LP,Foliar,Dry,8,48,oz/acre,5,4,0,Bacillus subtilis strain QST 713,26.2,%,10.28333333,,,,,,,,,,,,
Canada,,Field Fungicide,31666,SERENADE OPTI,Bayer CropScience Inc.,Foliar,Dry,1.1,2.2,kg/ha,7,4,0,Bacillus subtilis strain QST 713,1.31,%,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide,264-1160,SERENADE OPTIMUM,Bayer Crop Science LP,Foliar,Dry,8,48,oz/acre,5,4,0,Bacillus subtilis strain QST 713,26.2,%,10.28333333,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide - 34inch Spacing,69592-12,SERENADE SOIL,Bayer Crop Science LP,Furrow,Liquid,2,4,qt/acre,,4,0,Bacillus subtilis strain QST 713,1.3,%,10.28333333,,,,,,,,,,,,
United States,Washington,Field Fungicide - 34inch Spacing,69592-12,SERENADE SOIL,Bayer Crop Science LP,Furrow,Liquid,2,4,qt/acre,,4,0,Bacillus subtilis strain QST 713,1.3,%,10.28333333,,,,,,,,,,,,
Canada,,Field Fungicide,30647,SERENADE SOIL,Bayer CropScience Inc.,Furrow,Liquid,2.7,14,l/ha,,4,0,Bacillus subtilis strain QST 713,13.4,g/L,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide,69592-11,SERENADE MAX,"AgraQuest, Inc.",Foliar,Dry,1,3,lb/acre,5,4,0,Bacillus subtilis strain QST 714,15.6,%,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide,70127-5-82041,RHIZOPRO,Bio-Gro Inc.,Foliar,Dry,2.6,5.2,oz/acre,7,24,,Bacillus subtillis strain FZB24,24.5,%,10.28333333,,,,,,,,,,,,
United States,,Field Fungicide,70127-5,TAEGRO BIOFUNGICIDE,Novozymes,Foliar,Dry,2.6,5.2,oz/acre,7,24,,Bacillus subtillis strain FZB24,13,%,10.28333333,,,,,,,,,,,,
United States,,Field Insecticide,70051-47,AGREE WG,Certis USA LLC,Foliar,Dry,0.25,2,lb/acre,3,4,0,Bacillus thuringiensis,3.8,%,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,73049-54,BIOBIT HP INSECTICIDE,Valent BioSciences Corporation,Foliar,Dry,0.5,2,lb/acre,3,4,0,Bacillus thuringiensis,6.4,%,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,70051-86,CRYMAX BIOINSECTICIDE,Certis USA LLC,Foliar,Dry,0.5,2,lb/acre,,4,0,Bacillus thuringiensis,15,%,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,73049-39,DIPEL DF INSECTICIDE,Valent BioSciences Corporation,Foliar,Dry,0.5,2,lb/acre,3,4,0,Bacillus thuringiensis,10.3,%,13.32666667,,,,,,,,,,,,
United States,Idaho,Field Insecticide,73049-17,DIPEL ES INSECTICIDE,Valent BioSciences Corporation,Foliar,Liquid,1,4,pt/acre,3,4,,Bacillus thuringiensis,2.8,lb/gal,13.32666667,,,,,,,,,,,,
United States,Washington,Field Insecticide,73049-17,DIPEL ES INSECTICIDE,Valent BioSciences Corporation,Foliar,Liquid,1,4,pt/acre,3,4,,Bacillus thuringiensis,2.8,lb/gal,13.32666667,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,73049-17,DIPEL ES INSECTICIDE,Valent BioSciences Corporation,Foliar,Liquid,1,4,pt/acre,3,4,,Bacillus thuringiensis,2.8,lb/gal,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,70051-66,JAVELIN-WG,Certis USA LLC,Foliar,Dry,0.12,1.5,lb/acre,,4,0,Bacillus thuringiensis,7.5,%,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,70051-89,LEPINOX WDG,Certis USA LLC,Foliar,Dry,1,2,lb/acre,,12,0,Bacillus thuringiensis,15,%,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,70051-120,TRIDENT INSECTICIDE,Certis USA LLC,Foliar,Liquid,3,6,qt/acre,4,4,0,Bacillus thuringiensis,8,lb/gal,13.32666667,,,,,,,,,,,,
United States,,Field Insecticide,73049-23,XENTARI,Valent BioSciences Corporation,Foliar,Dry,0.5,2,lb/acre,,4,0,Bacillus thuringiensis,10.3,%,13.32666667,,,,,,,,,,,,
Canada,,Field Insecticide,27750,BIOPROTEC 3P,AEF Global Inc,Foliar,Dry,0.72,1.45,kg/ha,,,,Bacillus thuringiensis strain EVB113-19,21.7,%,13.32666667,,,,,,,,,,,,
Canada,,Field Insecticide,26854,BIOPROTEC CAF,AEF Global Inc,Foliar,Liquid,1.4,2.8,l/ha,,,,Bacillus thuringiensis strain EVB113-19,8.12,%,13.32666667,,,,,,,,,,,,
Canada,,Field Insecticide,11302,THURICIDE-HPC,Certis USA LLC (CAN),Foliar,Liquid,2,4.25,l/ha,7,,0,Bacillus thuringiensis strain SA-12,15,%,13.32666667,,,,,,,,,,,,
United States,,Field Fungicide,34704-326,C-O-C-S WDG,Loveland Products Inc.,Foliar,Dry,1.5,4.9,lb/acre,5,48,,Basic copper sulfate,74.8,%,67.66666667,Copper Oxychloride,14.2,%,29.8,,,,,,,,
United States,Idaho,Field Fungicide,45002-8,BASIC COPPER 53,"Albaugh, LLC",Foliar,Dry,3,4.7,lb/acre,5,48,14,Basic copper sulfate,53,%,67.66666667,,,,,,,,,,,,
United States,Maine,Field Fungicide,45002-8,BASIC COPPER 53,"Albaugh, LLC",Foliar,Dry,3,4.7,lb/acre,5,48,14,Basic copper sulfate,53,%,67.66666667,,,,,,,,,,,,
United States,Wisconsin,Field Fungicide,45002-8,BASIC COPPER 53,"Albaugh, LLC",Foliar,Dry,3,4.7,lb/acre,5,48,14,Basic copper sulfate,53,%,67.66666667,,,,,,,,,,,,
United States,,Field Fungicide,46923-9,BASIC COPPER SULFATE,"Old Bridge Chemicals, Inc.",Foliar,Dry,1,4.72,lb/acre,5,48,14,Basic copper sulfate,53,%,67.66666667,,,,,,,,,,,,
United States,,Field Fungicide,70506-201,CUPROFIX ULTRA 40 DISPERSS,"UPL NA, INC.",Foliar,Dry,0.75,3,lb/acre,5,48,,Basic copper sulfate,71.1,%,67.66666667,,,,,,,,,,,,
United States,,Biological,,SBB 2.5,TERREGENA,Adjuvant,Liquid,1,1,oz/acre,,,,Beauveria bassiana,1,%,,,,,,,,,,,,,
Canada,,Field Fungicide,31526,APROVIA TOP,"Syngenta Canada, Inc.",Foliar,Liquid,643,967,ml/ha,7,12,14,Benzovindiflupyr,78,g/L,19.33333333,Difenoconazole,117,g/L,22,,,,,,,,
Canada,,Field Fungicide,31526,APROVIA TOP,"Syngenta Canada, Inc.",Air,Liquid,643,967,ml/ha,7,12,14,Benzovindiflupyr,78,g/L,19.33333333,Difenoconazole,117,g/L,22,,,,,,,,
Canada,,Field Fungicide,31981,APROVIA,"Syngenta Canada, Inc.",Furrow,Liquid,500,750,ml/ha,,12,,Benzovindiflupyr,100,g/L,19.33333333,,,,,,,,,,,,
Canada,,Field Fungicide,31977,ELATUS B FUNGICIDE,"Syngenta Canada, Inc.",Furrow,Liquid,500,750,ml/ha,,12,,Benzovindiflupyr,100,g/L,19.33333333,,,,,,,,,,,,
United States,,Field Insecticide,91234-292,CRYPTONYX 360,Atticus LLC,Foliar,Liquid,2.8,2.8,fl oz/acre,7,12,7,Beta-cyfluthrin,1,lb/gal,31.56666667,Imidacloprid,2,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,5905-599,SULTRUS,"HELENA AGRI-ENTERPRISES, LLC",Foliar,Liquid,0.8,2.8,fl oz/acre,,12,0,Beta-cyfluthrin,1,lb/gal,31.56666667,,,,,,,,,,,,
United States,,Field Insecticide,400-514,ACRAMITE - 4SC,UPL,Foliar,Liquid,16,24,fl oz/acre,14,12,14,Bifenazate,4,lb/gal,28.1,,,,,,,,,,,,
United States,,Field Insecticide,400-514,ACRAMITE - 4SC,UPL,Chemigation,Liquid,16,24,fl oz/acre,14,12,14,Bifenazate,4,lb/gal,28.1,,,,,,,,,,,,
United States,,Field Insecticide,400-514,ACRAMITE -4SC,UPL NA INC,Foliar,Liquid,16,24,fl oz/acre,14,12,14,Bifenazate,4,lb/gal,28.1,,,,,,,,,,,,
United States,,Field Insecticide,400-514,VIGILANT 4SC,"UPL NA, INC.",Foliar,Liquid,16,24,fl oz/acre,14,12,14,Bifenazate,4,lb/gal,28.1,,,,,,,,,,,,
United States,,Field Insecticide,400-514,VIGILANT 4SC,"UPL NA, INC.",Chemigation,Liquid,16,24,fl oz/acre,14,12,14,Bifenazate,4,lb/gal,28.1,,,,,,,,,,,,
United States,,Field Insecticide,279-9652,ELEVEST,FMC Corportation,Foliar,Liquid,3.9,9.6,fl oz/acre,7,,21,Bifenthrin,1.33,lb/gal,44.35,Chlorantraniliprole,0.89,lb/gal,18.33666667,,,,,,,,
United States,,Field Insecticide,66330-440,TEPERA PLUS HD,"UPL NA, INC.",Foliar,Liquid,5.7,5.7,fl oz/acre,21,12,21,Bifenthrin,2.26,lb/gal,44.35,Fluoxastrobin,1.42,lb/gal,56.175,,,,,,,,
United States,,Field Insecticide,66330-440,TEPERA PLUS HD,"UPL NA, INC.",Furrow,Liquid,6.8,6.8,fl oz/acre,,12,21,Bifenthrin,2.26,lb/gal,44.35,Fluoxastrobin,1.42,lb/gal,56.175,,,,,,,,
United States,Idaho,Field Insecticide,89168-21-89391,AVENGER S3,"Innvictis Crop Care, LLC",Foliar,Liquid,7.6,12.28,fl oz/acre,7,12,21,Bifenthrin,0.5,lb/gal,44.35,Imidacloprid,0.5,lb/gal,36.71,,,,,,,,
United States,Idaho,Field Insecticide,89168-21-89391,AVENGER S3,"Innvictis Crop Care, LLC",Furrow,Liquid,32,51.2,fl oz/acre,7,12,21,Bifenthrin,0.5,lb/gal,44.35,Imidacloprid,0.5,lb/gal,36.71,,,,,,,,
United States,Wisconsin,Field Insecticide,89168-21-89391,AVENGER S3,"Innvictis Crop Care, LLC",Foliar,Liquid,7.6,12.28,fl oz/acre,7,12,21,Bifenthrin,0.5,lb/gal,44.35,Imidacloprid,0.5,lb/gal,36.71,,,,,,,,
United States,Wisconsin,Field Insecticide,89168-21-89391,AVENGER S3,"Innvictis Crop Care, LLC",Furrow,Liquid,32,51.2,fl oz/acre,7,12,21,Bifenthrin,0.5,lb/gal,44.35,Imidacloprid,0.5,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,279-3332,BRIGADIER INSECTICIDE,FMC Corporation,Foliar,Liquid,3.8,6.14,fl oz/acre,7,12,21,Bifenthrin,1,lb/gal,44.35,Imidacloprid,1,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,279-3332,BRIGADIER INSECTICIDE,FMC Corporation,Furrow,Liquid,16,25.6,fl oz/acre,7,12,21,Bifenthrin,1,lb/gal,44.35,Imidacloprid,1,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,66222-247,SKYRAIDER,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,2.1,6,fl oz/acre,7,12,21,Bifenthrin,2,lb/gal,44.35,Imidacloprid,1,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,66222-247,SKYRAIDER,"Makhteshim-Agan of North America, Inc.",Furrow,Liquid,12.8,19.2,fl oz/acre,7,12,21,Bifenthrin,2,lb/gal,44.35,Imidacloprid,1,lb/gal,36.71,,,,,,,,
United States,,Field Insecticide,279-3459-5905,TEMPEST INSECTICIDE,Helena Chemical Company,Foliar,Liquid,3.8,6.4,fl oz/acre,7,12,21,Bifenthrin,1,lb/gal,44.35,Imidacloprid,1,lb/gal,36.71,,,,,,,,
