CP ID,country,region,type,regulator number,name,registrant,application method,formulation,min rate,min rate uom,max rate,Max rate UOM,min days between applications,REI (h),PHI (d)
a1Y4W000002lTTBUA2,United States,,Field Fungicide,10163-226,BOTRAN 5F,Gowan Company,Foliar,Liquid,1.2,qt/acre,3.667,qt/acre,,12,20
a1Y4W000002lTXmUAM,,Idaho,Field Insecticide,10163-277,ONAGER MITICIDE,Gowan Company,Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lTXmUAM,,Washington,Field Insecticide,10163-277,ONAGER MITICIDE,Gowan Company,Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lTUyUAM,United States,,Field Herbicide - Pre-emergence,10163-281,EPTAM 20-G HERBICIDE,Gowan Company,Ground,Dry,15,lb/acre,30,lb/acre,,12,45
a1Y4W000002lTUzUAM,United States,,Field Herbicide - Post-emergence,10163-283,EPTAM 7E HERBICIDE,Gowan Company,Chemigation,Liquid,3.5,pt/acre,7,pt/acre,,12,30
a1Y4W000002lTUzUAM,United States,,Field Herbicide - Post-emergence,10163-283,EPTAM 7E HERBICIDE,Gowan Company,Foliar,Liquid,3.5,pt/acre,7,pt/acre,,12,30
a1Y4W000002lTUzUAM,United States,,Field Herbicide - Pre-emergence,10163-283,EPTAM 7E HERBICIDE,Gowan Company,Ground,Liquid,3.5,pt/acre,9,pt/acre,,12,30
a1Y4W000002lTUzUAM,United States,,Field Herbicide - Pre-plant,10163-283,EPTAM 7E HERBICIDE,Gowan Company,Ground,Liquid,3.5,pt/acre,9,pt/acre,,12,30
a1Y4W000002lTbYUAU,United States,,Field Herbicide - Pre-emergence,10163-314,VIDA HERBICIDE,Gowan Company,Furrow,Liquid,0.5,fl oz/acre,2,fl oz/acre,30,12,7
a1Y4W000002lTbYUAU,United States,,Field Herbicide - Pre-emergence,10163-314,VIDA HERBICIDE,Gowan Company,Ground,Liquid,2,fl oz/acre,5.5,fl oz/acre,7,12,7
a1Y4W000002lTZhUAM,,Maine,Field Insecticide,10163-317,SCORPION 35SL INSECTICIDE,Gowan Company,Foliar,Liquid,2,fl oz/acre,2.75,fl oz/acre,,12,7
a1Y4W000002lTZhUAM,,Maine,Field Insecticide,10163-317,SCORPION 35SL INSECTICIDE,Gowan Company,Furrow,Liquid,11.5,fl oz/acre,13.25,fl oz/acre,,12,7
a1Y4W000002lTZhUAM,,Wisconsin,Field Insecticide,10163-317,SCORPION 35SL INSECTICIDE,Gowan Company,Foliar,Liquid,2,fl oz/acre,2.75,fl oz/acre,,12,7
a1Y4W000002lTZhUAM,,Wisconsin,Field Insecticide,10163-317,SCORPION 35SL INSECTICIDE,Gowan Company,Furrow,Liquid,11.5,fl oz/acre,13.25,fl oz/acre,,12,7
a1Y4W000002lTXLUA2,United States,,Field Insecticide,10163-324,M-PEDE INSECTICIDE,Gowan Company,Foliar,Liquid,1.25,fl oz/acre,2.5,fl oz/acre,,12,0
a1Y4W000002lTbtUAE,United States,,Field Fungicide,10163-331,ZING FUNGICIDE,Gowan Company,Foliar,Liquid,24,fl oz/acre,34,fl oz/acre,,12,7
a1Y4W000002lgeGUAQ,,Idaho,Field Insecticide,10163-337,ONAGER EW MITICIDE,Gowan Company,Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lgeGUAQ,,Washington,Field Insecticide,10163-337,ONAGER EW MITICIDE,Gowan Company,Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lgeHUAQ,,Washington,Field Insecticide,10163-337,ONAGER OPTEK,Gowan Company,Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lTa5UAE,,Idaho,Field Herbicide - Pre-emergence,10163-356,SONALAN HFP Herbicide,Gowan Company,Ground,Liquid,1.333,pt/acre,2.666,pt/acre,,24,
a1Y4W000002lTa5UAE,,Washington,Field Herbicide - Pre-emergence,10163-356,SONALAN HFP Herbicide,Gowan Company,Ground,Liquid,1.333,pt/acre,2.666,pt/acre,,24,
a1Y4W000002lgeYUAQ,United States,,Field Fungicide,10163-371,REASON 500 SC FUNGICIDE (GOWAN),Gowan Company,Foliar,Liquid,5.5,fl oz/acre,8.2,fl oz/acre,,12,14
a1Y4W000002lgeYUAQ,United States,,Seed Treatment,10163-371,REASON 500 SC FUNGICIDE (GOWAN),Gowan Company,Seed Treatment - Liquid,Liquid,3,fl oz/acre,3,fl oz/acre,,,
a1Y4W000002lTVPUA2,,Idaho,Field Fungicide,10163-6414,GAVEL 75DF,Gowan Company,Foliar,Dry,1.5,lb/acre,2,lb/acre,,48,14
a1Y4W000002lTVPUA2,,Maine,Field Fungicide,10163-6414,GAVEL 75DF,Gowan Company,Foliar,Dry,1.5,lb/acre,2,lb/acre,,48,3
a1Y4W000002lTVPUA2,,Washington,Field Fungicide,10163-6414,GAVEL 75DF,Gowan Company,Foliar,Dry,1.5,lb/acre,2,lb/acre,,48,14
a1Y4W000002lTVPUA2,,Wisconsin,Field Fungicide,10163-6414,GAVEL 75DF,Gowan Company,Foliar,Dry,1.5,lb/acre,2,lb/acre,,48,3
a1Y4W000002lTYnUAM,United States,,Field Insecticide,1021-1751,PYGANIC CROP PROTECTION EC 1.4,McLaughlin Gormley King Company,Foliar,Liquid,16,fl oz/acre,64,fl oz/acre,,12,0
a1Y4W000002lTTyUAM,United States,,Field Fungicide,10465-3,COPPER-COUNT-N,VENATOR CHEMICALS LLC,Foliar,Liquid,1.5,qt/acre,3,qt/acre,,24,
a1Y4W000002lTaPUAU,,Washington,Fumigant,11220-36-53766,STRIKE 80CP FUMIGANT,"TriEst Ag Group, Inc.",Fumigation,Liquid,17,gal/acre,34,gal/acre,,120,
a1Y4W000002lTiYUAU,Canada,,Field Herbicide - Post-emergence,11284,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,Chemigation,Liquid,4.25,L/ha,5.5,L/ha,,24,45
a1Y4W000002lTiYUAU,Canada,,Field Herbicide - Post-emergence,11284,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,Foliar,Liquid,4.25,L/ha,5.5,L/ha,,24,45
a1Y4W000002lTiYUAU,Canada,,Field Herbicide - Pre-emergence,11284,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,Chemigation,Liquid,4.25,L/ha,8.5,L/ha,,24,45
a1Y4W000002lTiYUAU,Canada,,Field Herbicide - Pre-emergence,11284,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,Ground,Liquid,4.25,L/ha,8.5,L/ha,,24,45
a1Y4W000002lTiYUAU,Canada,,Field Herbicide - Pre-plant,11284,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,Chemigation,Liquid,4.25,L/ha,8.5,L/ha,,24,45
a1Y4W000002lTiYUAU,Canada,,Field Herbicide - Pre-plant,11284,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,Ground,Liquid,4.25,L/ha,8.5,L/ha,,24,45
a1Y4W000002lTl8UAE,Canada,,Field Insecticide,11302,THURICIDE-HPC,Certis USA LLC (CAN),Foliar,Liquid,2,L/ha,4.25,L/ha,7,,0
a1Y4W000002lTW5UAM,United States,,Field Fungicide,11581-2,KALIGREEN,"Otsuka Chemical Co., Ltd.",Foliar,Dry,2.5,lb/acre,3,lb/acre,,4,1
a1Y4W000002lTXzUAM,United States,,Seed Treatment,11682-35,P.S.T. PLUS BARK,J. R. Simplot Company,Seed Treatment - Powder,Dry,1,lb/cwt,1,lb/cwt,,24,
a1Y4W000002lTbvUAE,,Idaho,Rodenticide,12455-17,ZP RODENT BAIT AG,"Bell Laboratories, Inc.",Ground,Dry,5,lb/acre,10,lb/acre,,,30
a1Y4W000002lTbvUAE,,Washington,Rodenticide,12455-17,ZP RODENT BAIT AG,"Bell Laboratories, Inc.",Ground,Dry,5,lb/acre,10,lb/acre,,,30
a1Y4W000002lTSXUA2,United States,,Field Insecticide,1381-187,ARCTIC 3.2 EC,"Winfield Solutions, LLC",Foliar,Liquid,4,fl oz/acre,8,fl oz/acre,,12,14
a1Y4W000002lTYuUAM,United States,,Field Herbicide - Pre-plant,1381-192,RASCAL PLUS,"Winfield Solutions, LLC",Ground,Liquid,0.5,qt/acre,5,qt/acre,,4,14
a1Y4W000002w8ZOUAY,,Idaho,Field Herbicide - Pre-emergence,1381-194,CHARGER MAX,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,
a1Y4W000002w8ZOUAY,,Idaho,Field Herbicide - Pre-plant,1381-194,CHARGER MAX,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,
a1Y4W000002w8ZOUAY,,Washington,Field Herbicide - Pre-emergence,1381-194,CHARGER MAX,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,
a1Y4W000002w8ZOUAY,,Washington,Field Herbicide - Pre-plant,1381-194,CHARGER MAX,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,
a1Y4W000002w8ZOUAY,,Wisconsin,Field Herbicide - Pre-emergence,1381-194,CHARGER MAX,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,
a1Y4W000002w8ZOUAY,,Wisconsin,Field Herbicide - Pre-plant,1381-194,CHARGER MAX,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,
a1Y4W000002lTbPUAU,United States,,Field Insecticide,1381-196,TUNDRA EC INSECTICIDE,"Winfield Solutions, LLC",Foliar,Liquid,2.1,fl oz/acre,6.4,fl oz/acre,21,12,21
a1Y4W000002lTbPUAU,United States,,Field Insecticide,1381-196,TUNDRA EC INSECTICIDE,"Winfield Solutions, LLC",Furrow,Liquid,19.2,fl oz/acre,19.2,fl oz/acre,,12,21
a1Y4W000002lTbPUAU,United States,,Field Insecticide,1381-196,TUNDRA EC INSECTICIDE,"Winfield Solutions, LLC",Lay-by,Liquid,3.2,fl oz/acre,9.6,fl oz/acre,,12,21
a1Y4W000002lTUSUA2,,Idaho,Field Herbicide - Post-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTUTUA2,,Idaho,Field Herbicide - Post-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTUSUA2,,Idaho,Field Herbicide - Pre-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUTUA2,,Idaho,Field Herbicide - Pre-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUSUA2,,Maine,Field Herbicide - Post-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,,12,60
a1Y4W000002lTUTUA2,,Maine,Field Herbicide - Post-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,,12,60
a1Y4W000002lTUSUA2,,Maine,Field Herbicide - Pre-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUTUA2,,Maine,Field Herbicide - Pre-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUSUA2,,Washington,Field Herbicide - Post-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTUTUA2,,Washington,Field Herbicide - Post-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTUSUA2,,Washington,Field Herbicide - Pre-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUTUA2,,Washington,Field Herbicide - Pre-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUSUA2,,Wisconsin,Field Herbicide - Post-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,,12,60
a1Y4W000002lTUTUA2,,Wisconsin,Field Herbicide - Post-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,,12,60
a1Y4W000002lTUSUA2,,Wisconsin,Field Herbicide - Pre-emergence,1381-197,DIMETRIC DF 75%,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTUTUA2,,Wisconsin,Field Herbicide - Pre-emergence,1381-197,DIMETRIC EXT,"Winfield Solutions, LLC",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTWyUAM,,Idaho,Field Herbicide - Post-emergence,1381-197-33270,METRICLUDE EXT,"United Suppliers, Inc.",Ground,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTWyUAM,,Idaho,Field Herbicide - Pre-emergence,1381-197-33270,METRICLUDE EXT,"United Suppliers, Inc.",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTWyUAM,,Washington,Field Herbicide - Post-emergence,1381-197-33270,METRICLUDE EXT,"United Suppliers, Inc.",Ground,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTWyUAM,,Washington,Field Herbicide - Pre-emergence,1381-197-33270,METRICLUDE EXT,"United Suppliers, Inc.",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTWyUAM,,Wisconsin,Field Herbicide - Post-emergence,1381-197-33270,METRICLUDE EXT,"United Suppliers, Inc.",Ground,Dry,0.333,lb/acre,0.666,lb/acre,14,12,60
a1Y4W000002lTWyUAM,,Wisconsin,Field Herbicide - Pre-emergence,1381-197-33270,METRICLUDE EXT,"United Suppliers, Inc.",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTSBUA2,United States,,Field Insecticide,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Foliar,Liquid,3,fl oz/acre,3,fl oz/acre,7,12,7
a1Y4W000002lTSBUA2,United States,,Field Insecticide,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Furrow,Liquid,13,fl oz/acre,20,fl oz/acre,,12,7
a1Y4W000002lTSBUA2,United States,,Seed Treatment,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,8,fl oz/acre,16,fl oz/acre,,12,7
a1Y4W000002lTTdUAM,,Idaho,Field Herbicide - Pre-emergence,1381-207,CHARGER BASIC,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.6,pt/acre,,24,40
a1Y4W000002lTTdUAM,,Maine,Field Herbicide - Pre-emergence,1381-207,CHARGER BASIC,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.6,pt/acre,,24,40
a1Y4W000002lTTdUAM,,Washington,Field Herbicide - Pre-emergence,1381-207,CHARGER BASIC,"Winfield Solutions, LLC",Chemigation,Liquid,1,pt/acre,2.6,pt/acre,,24,40
a1Y4W000002lTTdUAM,,Washington,Field Herbicide - Pre-emergence,1381-207,CHARGER BASIC,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.6,pt/acre,,24,40
a1Y4W000002lTTdUAM,,Wisconsin,Field Herbicide - Pre-emergence,1381-207,CHARGER BASIC,"Winfield Solutions, LLC",Ground,Liquid,1,pt/acre,2.6,pt/acre,,24,40
a1Y4W000002lTVHUA2,United States,,Field Herbicide - Pre-emergence,1381-216,FRAMEWORK 3.3 EC HERBICIDE,"Winfield Solutions, LLC",Ground,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lTY3UAM,United States,,Field Herbicide - Pre-emergence,1381-216,PENDANT 3.3 EC HERBICIDE,"Winfield Solutions, LLC",Ground,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lTSCUA2,,Idaho,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Foliar,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,,12,7
a1Y4W000002lTSCUA2,,Idaho,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1Y4W000002lTSCUA2,,Idaho,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.2,fl oz/cwt,0.4,fl oz/cwt,,12,7
a1Y4W000002lTSCUA2,,Washington,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Foliar,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,,12,7
a1Y4W000002lTSCUA2,,Washington,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1Y4W000002lTSCUA2,,Washington,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.2,fl oz/cwt,0.4,fl oz/cwt,,12,7
a1Y4W000002lTSCUA2,,Wisconsin,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Foliar,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,,12,7
a1Y4W000002lTSCUA2,,Wisconsin,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1Y4W000002lTSCUA2,,Wisconsin,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.2,fl oz/cwt,0.4,fl oz/cwt,,12,7
a1Y4W000002lTaWUAU,United States,,Field Fungicide,1381-220,SUL-PREME 52,"Winfield Solutions, LLC",Foliar,Liquid,2,qt/acre,4,qt/acre,,24,
a1Y4W000002lTTuUAM,United States,,Field Fungicide,1381-244,CONFINE EXTRA FUNGICIDE,"Winfield Solutions, LLC",Foliar,Liquid,1,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTUUUA2,,Idaho,Field Herbicide - Post-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,1.333,pt/acre,14,12,60
a1Y4W000002lTUUUA2,,Idaho,Field Herbicide - Pre-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,2.666,pt/acre,,12,60
a1Y4W000002lTUUUA2,,Maine,Field Herbicide - Post-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,1.333,pt/acre,,12,60
a1Y4W000002lTUUUA2,,Maine,Field Herbicide - Pre-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,2.666,pt/acre,,12,60
a1Y4W000002lTUUUA2,,Washington,Field Herbicide - Post-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,1.333,pt/acre,14,12,60
a1Y4W000002lTUUUA2,,Washington,Field Herbicide - Pre-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,2.666,pt/acre,,12,60
a1Y4W000002lTUUUA2,,Wisconsin,Field Herbicide - Post-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,1.333,pt/acre,,12,60
a1Y4W000002lTUUUA2,,Wisconsin,Field Herbicide - Pre-emergence,1381-259,DIMETRIC LIQUID,"Winfield Solutions, LLC",Ground,Liquid,0.666,pt/acre,2.666,pt/acre,,12,60
a1Y4W000002lTiBUAU,Canada,,Desiccant,13894,DES-I-CATE,"UPL NA, INC.",Foliar,Liquid,17,L/ha,22,L/ha,,48,10
a1Y4W000002lTh8UAE,Canada,,Field Insecticide,14882,AMBUSH 500 EC,Amvac Chemical Corp,Foliar,Liquid,140,ml/ha,300,ml/ha,7,12,1
a1Y4W000002lTl2UAE,Canada,,Field Insecticide,14981,SUPERIOR 70 OIL,Loveland Products Canada Inc.,Foliar,Liquid,10,L/ha,10,L/ha,7,12,14
a1Y4W000002lTkPUAU,Canada,,Field Insecticide,15738,RIPCORD 400 EC,BASF Canada Inc.,Foliar,Liquid,62.5,ml/ha,125,ml/ha,,12,7
a1Y4W000002lTj4UAE,Canada,,Field Herbicide - Post-emergence,15959,LEXONE DF,Production Agriscience Canada Company,Foliar,Dry,700,g/ha,960,g/ha,,12,60
a1Y4W000002lTj4UAE,Canada,,Field Herbicide - Pre-emergence,15959,LEXONE DF,Production Agriscience Canada Company,Ground,Dry,640,g/ha,1.4,kg/ha,,12,60
a1Y4W000002lThsUAE,Canada,,Field Fungicide,16047,COPPERCIDE WP,United Agri Products Canada Inc.,Foliar,Dry,1.1,kg/ha,3.4,kg/ha,7,,1
a1Y4W000002lTj7UAE,Canada,,Field Herbicide - Pre-emergence,16279,LOROX L,"Tessernderlo Kerly, Inc.",Ground,Liquid,2.25,L/ha,3.7,L/ha,,96,4
a1Y4W000002lTh3UAE,Canada,,Field Herbicide - Pre-emergence,16363,AFOLAN F,Adama Agricultural Solutions Canada LTD.,Ground,Liquid,2.7,L/ha,4,L/ha,,96,4
a1Y4W000002lTk0UAE,Canada,,Field Insecticide,16688,POUNCE 384 EC,FMC CORPORATION,Foliar,Liquid,180,ml/ha,390,ml/ha,,12,1
a1Y4W000002lTkeUAE,,Alberta,Field Herbicide - Post-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Foliar,Dry,375,g/ha,375,g/ha,,12,60
a1Y4W000002lTkeUAE,,Alberta,Field Herbicide - Pre-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Manitoba,Field Herbicide - Post-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Foliar,Dry,375,g/ha,375,g/ha,,12,60
a1Y4W000002lTkeUAE,,Manitoba,Field Herbicide - Pre-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,,60
a1Y4W000002lTkeUAE,,New Brunswick,Field Herbicide - Post-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Foliar,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,New Brunswick,Field Herbicide - Pre-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,New Brunswick,Field Herbicide - Pre-plant,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Prince Edward Island,Field Herbicide - Post-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Foliar,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Prince Edward Island,Field Herbicide - Pre-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Prince Edward Island,Field Herbicide - Pre-plant,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Quebec,Field Herbicide - Post-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Foliar,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Quebec,Field Herbicide - Pre-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Quebec,Field Herbicide - Pre-plant,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTkeUAE,,Saskatchewan,Field Herbicide - Post-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Foliar,Dry,375,g/ha,375,g/ha,,12,60
a1Y4W000002lTkeUAE,,Saskatchewan,Field Herbicide - Pre-emergence,17242,SENCOR 75DF,Bayer Cropscience Inc.,Ground,Dry,550,g/ha,1500,g/ha,,12,60
a1Y4W000002lTi7UAE,,Alberta,Field Insecticide,17734,DECIS 5 EC,Bayer Cropscience Inc.,Foliar,Liquid,100,ml/ha,150,ml/ha,5,12,1
a1Y4W000002lTi7UAE,,Manitoba,Field Insecticide,17734,DECIS 5 EC,Bayer Cropscience Inc.,Foliar,Liquid,100,ml/ha,150,ml/ha,5,12,1
a1Y4W000002lTlXUAU,Canada,,Field Insecticide,17995,VYDATE L,Production Agriscience Canada Company,Foliar,Liquid,2.3,L/ha,3,L/ha,,12,7
a1Y4W000002lgfDUAQ,,Idaho,Field Fungicide,1812-415,MANZATE 80 WP,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,14
a1Y4W000002lgfDUAQ,,Maine,Field Fungicide,1812-415,MANZATE 80 WP,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,3
a1Y4W000002lgfDUAQ,,Washington,Field Fungicide,1812-415,MANZATE 80 WP,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,14
a1Y4W000002lgfDUAQ,,Wisconsin,Field Fungicide,1812-415,MANZATE 80 WP,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,3
a1Y4W000002lThrUAE,Canada,,Field Fungicide,19146,COPPER SPRAY,Loveland Products Canada Inc.,Foliar,Dry,4,kg/ha,4,kg/ha,5,48,
a1Y4W000002lgejUAA,United States,,Field Sprout Inhibitor,19713-2,SPROUT STOP,Drexel Chemical Company,Foliar,Liquid,1,gal/acre,1.33,gal/acre,,12,
a1Y4W000002lTUMUA2,United States,,Field Insecticide,19713-231,DIMETHOATE 4 EC,Drexel Chemical Company,Foliar,Liquid,0.5,pt/acre,1,pt/acre,,48,0
a1Y4W000002lgdcUAA,United States,,Field Insecticide,19713-232,DIMETHOATE 2.67,Drexel Chemical Company,Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,,48,0
a1Y4W000002lgelUAA,United States,,Field Fungicide,19713-238,SULFUR 90W,Drexel Chemical Company,Foliar,Dry,3,lb/acre,8,lb/acre,,24,
a1Y4W000002lgdQUAQ,United States,,Desiccant,19713-265,DEFOL 6W,Drexel Chemical Company,Foliar,Liquid,1,gal/acre,1,gal/acre,,12,10
a1Y4W000002lgekUAA,United States,,Field Sprout Inhibitor,19713-372,SPROUT STOP 80WS,Drexel Chemical Company,Foliar,Dry,3.75,lb/acre,5,lb/acre,,12,
a1Y4W000002lTUBUA2,United States,,Desiccant,19713-388,DEFOL 5 DESICCANT,Drexel Chemical Company,Foliar,Liquid,4.8,qt/acre,4.8,qt/acre,,12,10
a1Y4W000002lslcUAA,,Idaho,Field Fungicide,19713-39,DREXEL SUFFA,Drexel Chemical Company,Chemigation,Liquid,0.3,gal/acre,1.3,gal/acre,,24,0
